k,context,next,probability
2,ie,</s>,0.08802817
2,ie,c,0.01056338
2,ie,d,0.10915493
2,ie,e,0.00352113
2,ie,f,0.02816901
2,ie,g,0.00352113
2,ie,l,0.03873239
2,ie,m,0.00352113
2,ie,n,0.13380282
2,ie,r,0.07746479
2,ie,s,0.35915493
2,ie,t,0.04225352
2,ie,v,0.04225352
2,ie,w,0.05985915
2,if,</s>,0.03260870
2,if,a,0.01086957
2,if,e,0.08695652
2,if,f,0.19565217
2,if,i,0.44565217
2,if,o,0.02173913
2,if,t,0.08695652
2,if,u,0.02173913
2,if,y,0.09782609
2,ig,</s>,0.05000000
2,ig,a,0.10000000
2,ig,e,0.05625000
2,ig,g,0.01875000
2,ig,h,0.41875000
2,ig,i,0.07500000
2,ig,m,0.00625000
2,ig,n,0.20000000
2,ig,r,0.01875000
2,ig,u,0.05625000
2,ih,o,1.00000000
2,ii,</s>,0.60000000
2,ii,a,0.10000000
2,ii,i,0.20000000
2,ii,n,0.10000000
2,ij,a,0.16666667
2,ij,i,0.66666667
2,ij,u,0.16666667
2,ik,</s>,0.03846154
2,ik,e,0.61538462
2,ik,i,0.30769231
2,ik,o,0.03846154
2,il,</s>,0.12781955
2,il,a,0.03759398
2,il,b,0.00375940
2,il,d,0.05639098
2,il,e,0.15037594
2,il,i,0.21052632
2,il,k,0.00751880
2,il,l,0.23308271
2,il,m,0.01503759
2,il,o,0.01127820
2,il,r,0.00375940
2,il,s,0.04887218
2,il,t,0.03759398
2,il,u,0.00751880
2,il,v,0.00375940
2,il,w,0.00751880
2,il,y,0.03759398
2,im,</s>,0.10759494
2,im,a,0.15822785
2,im,b,0.02531646
2,im,e,0.20253165
2,im,g,0.00632911
2,im,i,0.12025316
2,im,m,0.05063291
2,im,o,0.04430380
2,im,p,0.20886076
2,im,s,0.03797468
2,im,u,0.03797468
2,in,</s>,0.06226272
2,in,a,0.04479879
2,in,b,0.00227790
2,in,c,0.03416856
2,in,d,0.04859529
2,in,e,0.08428246
2,in,f,0.01746393
2,in,g,0.44570995
2,in,h,0.00075930
2,in,i,0.04100228
2,in,j,0.00303721
2,in,k,0.01290812
2,in,l,0.00455581
2,in,m,0.00075930
2,in,n,0.01366743
2,in,o,0.00683371
2,in,p,0.00151860
2,in,q,0.00227790
2,in,s,0.05542901
2,in,t,0.08352316
2,in,u,0.01063022
2,in,v,0.02126044
2,in,y,0.00227790
2,io,</s>,0.02823920
2,io,d,0.00830565
2,io,g,0.00664452
2,io,l,0.01661130
2,io,n,0.87209302
2,io,p,0.00166113
2,io,r,0.02325581
2,io,s,0.00830565
2,io,t,0.00498339
2,io,u,0.02657807
2,io,v,0.00166113
2,io,w,0.00166113
2,ip,</s>,0.33333333
2,ip,a,0.11111111
2,ip,e,0.08333333
2,ip,h,0.01851852
2,ip,i,0.02777778
2,ip,l,0.07407407
2,ip,m,0.02777778
2,ip,o,0.00925926
2,ip,p,0.04629630
2,ip,r,0.00925926
2,ip,s,0.13888889
2,ip,t,0.12037037
2,iq,u,1.00000000
2,ir,</s>,0.09090909
2,ir,a,0.08484848
2,ir,c,0.06060606
2,ir,d,0.02424242
2,ir,e,0.32727273
2,ir,f,0.01212121
2,ir,g,0.01212121
2,ir,i,0.07272727
2,ir,k,0.00606061
2,ir,l,0.03636364
2,ir,m,0.04848485
2,ir,o,0.02424242
2,ir,p,0.01818182
2,ir,r,0.01818182
2,ir,s,0.03636364
2,ir,t,0.07272727
2,ir,u,0.01818182
2,ir,v,0.00606061
2,ir,y,0.03030303
2,is,</s>,0.09794989
2,is,a,0.03189066
2,is,b,0.00455581
2,is,c,0.07289294
2,is,d,0.00455581
2,is,e,0.10022779
2,is,f,0.00911162
2,is,h,0.10478360
2,is,i,0.08656036
2,is,k,0.00911162
2,is,l,0.01822323
2,is,m,0.01822323
2,is,n,0.00227790
2,is,o,0.05011390
2,is,p,0.02733485
2,is,r,0.00455581
2,is,s,0.07744875
2,is,t,0.27107062
2,is,u,0.00455581
2,is,v,0.00227790
2,is,y,0.00227790
2,it,</s>,0.11210762
2,it,a,0.08968610
2,it,c,0.01793722
2,it,e,0.13004484
2,it,h,0.02914798
2,it,i,0.21524664
2,it,l,0.01345291
2,it,m,0.00672646
2,it,n,0.00896861
2,it,o,0.03811659
2,it,r,0.00896861
2,it,s,0.05156951
2,it,t,0.04260090
2,it,u,0.05605381
2,it,y,0.17713004
2,it,z,0.00224215
2,iu,m,0.84210526
2,iu,s,0.15789474
2,iv,</s>,0.02173913
2,iv,a,0.07608696
2,iv,e,0.70108696
2,iv,i,0.17391304
2,iv,o,0.02173913
2,iv,x,0.00543478
2,iw,a,1.00000000
2,ix,</s>,0.54545455
2,ix,e,0.27272727
2,ix,i,0.04545455
2,ix,t,0.13636364
2,iy,</s>,1.00000000
2,iz,</s>,0.06000000
2,iz,a,0.22000000
2,iz,e,0.54000000
2,iz,i,0.04000000
2,iz,o,0.08000000
2,iz,r,0.02000000
2,iz,z,0.04000000
2,ja,</s>,0.03125000
2,ja,c,0.28125000
2,ja,d,0.03125000
2,ja,g,0.03125000
2,ja,i,0.03125000
2,ja,k,0.03125000
2,ja,m,0.15625000
2,ja,n,0.15625000
2,ja,p,0.06250000
2,ja,r,0.03125000
2,ja,s,0.03125000
2,ja,v,0.06250000
2,ja,y,0.03125000
2,ja,z,0.03125000
2,jc,</s>,0.50000000
2,jc,t,0.50000000
2,jd,</s>,1.00000000
2,je,</s>,0.02439024
2,je,a,0.04878049
2,je,c,0.39024390
2,je,e,0.02439024
2,je,f,0.07317073
2,je,l,0.02439024
2,je,n,0.04878049
2,je,r,0.09756098
2,je,s,0.07317073
2,je,t,0.07317073
2,je,w,0.12195122
2,ji,</s>,0.33333333
2,ji,j,0.11111111
2,ji,l,0.11111111
2,ji,m,0.22222222
2,ji,n,0.11111111
2,ji,t,0.11111111
2,jj,</s>,1.00000000
2,jm,</s>,1.00000000
2,jo,a,0.02631579
2,jo,b,0.05263158
2,jo,e,0.05263158
2,jo,h,0.13157895
2,jo,i,0.13157895
2,jo,k,0.05263158
2,jo,n,0.07894737
2,jo,r,0.07894737
2,jo,s,0.10526316
2,jo,u,0.15789474
2,jo,y,0.13157895
2,jp,</s>,0.33333333
2,jp,e,0.33333333
2,jp,g,0.33333333
2,jr,</s>,1.00000000
2,js,</s>,1.00000000
2,ju,a,0.05405405
2,ju,d,0.13513514
2,ju,i,0.02702703
2,ju,l,0.13513514
2,ju,m,0.05405405
2,ju,n,0.18918919
2,ju,r,0.13513514
2,ju,s,0.24324324
2,ju,v,0.02702703
2,jv,c,1.00000000
2,ka,</s>,0.19230769
2,ka,b,0.03846154
2,ka,g,0.11538462
2,ka,i,0.03846154
2,ka,n,0.07692308
2,ka,r,0.19230769
2,ka,t,0.23076923
2,ka,y,0.07692308
2,ka,z,0.03846154
2,kb,</s>,0.33333333
2,kb,a,0.33333333
2,kb,e,0.16666667
2,kb,o,0.16666667
2,kd,e,0.50000000
2,kd,o,0.50000000
2,ke,</s>,0.23870968
2,ke,d,0.12903226
2,ke,e,0.03225806
2,ke,h,0.00645161
2,ke,i,0.00645161
2,ke,l,0.04516129
2,ke,m,0.00645161
2,ke,n,0.10322581
2,ke,p,0.00645161
2,ke,r,0.14193548
2,ke,s,0.07741935
2,ke,t,0.12903226
2,ke,u,0.00645161
2,ke,v,0.00645161
2,ke,w,0.00645161
2,ke,y,0.05806452
2,kf,a,0.25000000
2,kf,l,0.25000000
2,kf,o,0.25000000
2,kf,u,0.25000000
2,kg,</s>,0.33333333
2,kg,r,0.66666667
2,kh,o,0.50000000
2,kh,s,0.50000000
2,ki,</s>,0.05319149
2,ki,a,0.02127660
2,ki,c,0.01063830
2,ki,d,0.03191489
2,ki,e,0.03191489
2,ki,i,0.01063830
2,ki,j,0.01063830
2,ki,l,0.09574468
2,ki,m,0.01063830
2,ki,n,0.55319149
2,ki,p,0.02127660
2,ki,r,0.04255319
2,ki,s,0.05319149
2,ki,t,0.05319149
2,kj,a,0.50000000
2,kj,e,0.50000000
2,kl,a,0.36363636
2,kl,e,0.18181818
2,kl,i,0.18181818
2,kl,y,0.27272727
2,km,</s>,0.33333333
2,km,a,0.66666667
2,kn,a,0.04761905
2,kn,e,0.19047619
2,kn,i,0.28571429
2,kn,o,0.47619048
2,ko,</s>,0.08333333
2,ko,d,0.08333333
2,ko,k,0.08333333
2,ko,n,0.25000000
2,ko,o,0.08333333
2,ko,r,0.16666667
2,ko,t,0.08333333
2,ko,u,0.16666667
2,kp,a,0.50000000
2,kp,l,0.50000000
2,kr,</s>,0.25000000
2,kr,a,0.25000000
2,kr,u,0.50000000
2,ks,</s>,0.84375000
2,ks,g,0.01562500
2,ks,h,0.04687500
2,ks,m,0.01562500
2,ks,o,0.03125000
2,ks,t,0.03125000
2,ks,w,0.01562500
2,kt,a,0.33333333
2,kt,o,0.66666667
2,ku,</s>,0.16666667
2,ku,p,0.50000000
2,ku,r,0.16666667
2,ku,w,0.16666667
2,kw,</s>,1.00000000
2,ky,</s>,0.72727273
2,ky,l,0.09090909
2,ky,o,0.09090909
2,ky,p,0.09090909
2,la,</s>,0.04032258
2,la,b,0.04032258
2,la,c,0.05913978
2,la,d,0.02688172
2,la,f,0.00268817
2,la,g,0.01075269
2,la,h,0.00806452
2,la,i,0.05107527
2,la,k,0.00806452
2,la,m,0.02150538
2,la,n,0.19354839
2,la,o,0.00268817
2,la,p,0.01075269
2,la,r,0.11827957
2,la,s,0.08064516
2,la,t,0.18817204
2,la,u,0.02688172
2,la,v,0.00806452
2,la,w,0.02688172
2,la,x,0.00806452
2,la,y,0.06182796
2,la,z,0.00537634
2,lb,</s>,0.14285714
2,lb,a,0.21428571
2,lb,e,0.21428571
2,lb,o,0.14285714
2,lb,s,0.07142857
2,lb,u,0.21428571
2,lc,</s>,0.28571429
2,lc,d,0.07142857
2,lc,i,0.07142857
2,lc,o,0.14285714
2,lc,u,0.42857143
2,ld,</s>,0.49382716
2,ld,c,0.01234568
2,ld,e,0.20987654
2,ld,h,0.01234568
2,ld,i,0.11111111
2,ld,l,0.01234568
2,ld,o,0.01234568
2,ld,r,0.02469136
2,ld,s,0.09876543
2,ld,w,0.01234568
2,le,</s>,0.28119508
2,le,a,0.07557118
2,le,b,0.01054482
2,le,c,0.07381371
2,le,d,0.06151142
2,le,e,0.01581722
2,le,f,0.00351494
2,le,g,0.03514938
2,le,i,0.00527241
2,le,l,0.00351494
2,le,m,0.03339192
2,le,n,0.06151142
2,le,o,0.00702988
2,le,p,0.00527241
2,le,r,0.06151142
2,le,s,0.14411248
2,le,t,0.05799649
2,le,u,0.00351494
2,le,v,0.02108963
2,le,w,0.00175747
2,le,x,0.01933216
2,le,y,0.01757469
2,lf,</s>,0.76470588
2,lf,a,0.11764706
2,lf,r,0.11764706
2,lg,</s>,0.11111111
2,lg,a,0.33333333
2,lg,e,0.22222222
2,lg,i,0.11111111
2,lg,o,0.22222222
2,lh,i,1.00000000
2,li,</s>,0.01079914
2,li,a,0.07343413
2,li,b,0.02159827
2,li,c,0.10583153
2,li,d,0.02807775
2,li,e,0.06479482
2,li,f,0.03455724
2,li,g,0.05831533
2,li,h,0.00215983
2,li,k,0.01943844
2,li,l,0.00215983
2,li,m,0.04319654
2,li,n,0.20518359
2,li,o,0.02159827
2,li,p,0.02375810
2,li,q,0.00215983
2,li,s,0.08423326
2,li,t,0.13390929
2,li,u,0.00215983
2,li,v,0.03887689
2,li,z,0.02375810
2,lk,</s>,0.36842105
2,lk,e,0.15789474
2,lk,i,0.21052632
2,lk,o,0.05263158
2,lk,s,0.21052632
2,ll,</s>,0.21262458
2,ll,a,0.08305648
2,ll,c,0.00332226
2,ll,e,0.22923588
2,ll,i,0.11960133
2,ll,m,0.00332226
2,ll,n,0.00664452
2,ll,o,0.08305648
2,ll,p,0.00996678
2,ll,s,0.05315615
2,ll,u,0.01661130
2,ll,y,0.17940199
2,lm,</s>,0.40000000
2,lm,a,0.06666667
2,lm,e,0.33333333
2,lm,o,0.13333333
2,lm,s,0.06666667
2,ln,</s>,0.28571429
2,ln,e,0.57142857
2,ln,u,0.14285714
2,lo,</s>,0.02807018
2,lo,a,0.05614035
2,lo,b,0.01052632
2,lo,c,0.08771930
2,lo,d,0.00701754
2,lo,f,0.00350877
2,lo,g,0.17543860
2,lo,l,0.00350877
2,lo,m,0.01403509
2,lo,n,0.07017544
2,lo,o,0.06315789
2,lo,p,0.04912281
2,lo,r,0.06315789
2,lo,s,0.07719298
2,lo,t,0.05263158
2,lo,u,0.04912281
2,lo,v,0.03859649
2,lo,w,0.10877193
2,lo,y,0.04210526
2,lp,</s>,0.18750000
2,lp,a,0.12500000
2,lp,e,0.06250000
2,lp,f,0.06250000
2,lp,h,0.25000000
2,lp,i,0.12500000
2,lp,r,0.06250000
2,lp,s,0.06250000
2,lp,t,0.06250000
2,lr,e,0.33333333
2,lr,o,0.33333333
2,lr,y,0.33333333
2,ls,</s>,0.88461538
2,ls,a,0.00961538
2,ls,e,0.04807692
2,ls,h,0.00961538
2,ls,o,0.03846154
2,ls,t,0.00961538
2,lt,</s>,0.22727273
2,lt,a,0.11363636
2,lt,d,0.01136364
2,lt,e,0.13636364
2,lt,h,0.06818182
2,lt,i,0.14772727
2,lt,o,0.07954545
2,lt,r,0.03409091
2,lt,s,0.03409091
2,lt,u,0.05681818
2,lt,y,0.09090909
2,lu,</s>,0.03125000
2,lu,a,0.07291667
2,lu,b,0.02083333
2,lu,c,0.06250000
2,lu,d,0.09375000
2,lu,e,0.09375000
2,lu,g,0.04166667
2,lu,i,0.02083333
2,lu,k,0.01041667
2,lu,l,0.02083333
2,lu,m,0.13541667
2,lu,n,0.05208333
2,lu,r,0.02083333
2,lu,s,0.16666667
2,lu,t,0.11458333
2,lu,x,0.04166667
2,lv,a,0.12500000
2,lv,d,0.04166667
2,lv,e,0.62500000
2,lv,i,0.16666667
2,lv,o,0.04166667
2,lw,a,1.00000000
2,ly,</s>,0.87096774
2,ly,c,0.00460829
2,ly,e,0.00921659
2,ly,i,0.02304147
2,ly,m,0.02304147
2,ly,n,0.01382488
2,ly,p,0.00460829
2,ly,r,0.00921659
2,ly,s,0.02304147
2,ly,t,0.00460829
2,ly,w,0.00460829
2,ly,z,0.00921659
2,ma,</s>,0.05089820
2,ma,c,0.04491018
2,ma,d,0.02694611
2,ma,e,0.00299401
2,ma,g,0.05089820
2,ma,h,0.00598802
2,ma,i,0.08682635
2,ma,j,0.00598802
2,ma,k,0.01796407
2,ma,l,0.08083832
2,ma,m,0.00299401
2,ma,n,0.17365269
2,ma,p,0.01497006
2,ma,r,0.18562874
2,ma,s,0.04491018
2,ma,t,0.17065868
2,ma,u,0.00598802
2,ma,x,0.00898204
2,ma,y,0.00898204
2,ma,z,0.00898204
2,mb,</s>,0.09375000
2,mb,a,0.10937500
2,mb,d,0.01562500
2,mb,e,0.25000000
2,mb,h,0.01562500
2,mb,i,0.21875000
2,mb,l,0.07812500
2,mb,n,0.03125000
2,mb,o,0.09375000
2,mb,r,0.03125000
2,mb,s,0.01562500
2,mb,u,0.03125000
2,mb,z,0.01562500
2,mc,</s>,0.50000000
2,mc,d,0.16666667
2,mc,o,0.33333333
2,md,</s>,1.00000000
2,me,</s>,0.13286713
2,me,a,0.03496503
2,me,b,0.00233100
2,me,c,0.01165501
2,me,d,0.08857809
2,me,e,0.01165501
2,me,g,0.00466200
2,me,h,0.00233100
2,me,l,0.02797203
2,me,m,0.03030303
2,me,n,0.37062937
2,me,o,0.00233100
2,me,p,0.00233100
2,me,r,0.11655012
2,me,s,0.07459207
2,me,t,0.06993007
2,me,w,0.00932401
2,me,x,0.00466200
2,me,y,0.00233100
2,mf,</s>,0.25000000
2,mf,o,0.50000000
2,mf,u,0.25000000
2,mg,</s>,1.00000000
2,mh,</s>,0.50000000
2,mh,z,0.50000000
2,mi,</s>,0.01593625
2,mi,a,0.00796813
2,mi,b,0.00398406
2,mi,c,0.09561753
2,mi,d,0.03187251
2,mi,e,0.01992032
2,mi,g,0.01992032
2,mi,k,0.00398406
2,mi,l,0.10358566
2,mi,m,0.00398406
2,mi,n,0.36653386
2,mi,r,0.01593625
2,mi,s,0.13944223
2,mi,t,0.11952191
2,mi,u,0.00398406
2,mi,x,0.02390438
2,mi,z,0.02390438
2,mj,</s>,1.00000000
2,ml,</s>,0.66666667
2,ml,b,0.16666667
2,ml,s,0.16666667
2,mm,</s>,0.02941176
2,mm,a,0.14705882
2,mm,e,0.29411765
2,mm,i,0.23529412
2,mm,o,0.13235294
2,mm,u,0.13235294
2,mm,y,0.02941176
2,mn,</s>,0.50000000
2,mn,i,0.33333333
2,mn,s,0.16666667
2,mo,</s>,0.02061856
2,mo,a,0.00515464
2,mo,b,0.02577320
2,mo,c,0.02061856
2,mo,d,0.13402062
2,mo,g,0.00515464
2,mo,i,0.00515464
2,mo,k,0.01030928
2,mo,l,0.02061856
2,mo,m,0.02577320
2,mo,n,0.25773196
2,mo,o,0.02061856
2,mo,r,0.11340206
2,mo,s,0.04123711
2,mo,t,0.12886598
2,mo,u,0.08247423
2,mo,v,0.07216495
2,mo,z,0.01030928
2,mp,</s>,0.05945946
2,mp,a,0.12972973
2,mp,b,0.00540541
2,mp,e,0.08108108
2,mp,g,0.00540541
2,mp,h,0.02702703
2,mp,i,0.08108108
2,mp,l,0.25405405
2,mp,o,0.11891892
2,mp,r,0.06486486
2,mp,s,0.04324324
2,mp,t,0.08108108
2,mp,u,0.04864865
2,mr,</s>,0.33333333
2,mr,n,0.33333333
2,mr,s,0.33333333
2,ms,</s>,0.79661017
2,ms,e,0.03389831
2,ms,g,0.05084746
2,ms,i,0.01694915
2,ms,n,0.01694915
2,ms,o,0.01694915
2,ms,t,0.05084746
2,ms,u,0.01694915
2,mt,</s>,0.50000000
2,mt,p,0.25000000
2,mt,v,0.25000000
2,mu,</s>,0.02127660
2,mu,c,0.02127660
2,mu,d,0.04255319
2,mu,e,0.02127660
2,mu,g,0.02127660
2,mu,l,0.17021277
2,mu,m,0.08510638
2,mu,n,0.25531915
2,mu,r,0.06382979
2,mu,s,0.25531915
2,mu,t,0.02127660
2,mu,z,0.02127660
2,mv,</s>,1.00000000
2,mw,</s>,0.66666667
2,mw,a,0.33333333
2,mx,</s>,1.00000000
2,my,</s>,0.52380952
2,my,a,0.04761905
2,my,e,0.04761905
2,my,r,0.04761905
2,my,s,0.28571429
2,my,t,0.04761905
2,na,</s>,0.13138686
2,na,b,0.03284672
2,na,c,0.00364964
2,na,d,0.01094891
2,na,g,0.02919708
2,na,h,0.00729927
2,na,i,0.02189781
2,na,k,0.00729927
2,na,l,0.27372263
2,na,m,0.07299270
2,na,n,0.05474453
2,na,p,0.01824818
2,na,r,0.06204380
2,na,s,0.02919708
2,na,t,0.20802920
2,na,u,0.00729927
2,na,v,0.02554745
2,na,x,0.00364964
2,nb,</s>,0.22222222
2,nb,a,0.11111111
2,nb,c,0.11111111
2,nb,e,0.11111111
2,nb,o,0.22222222
2,nb,u,0.22222222
2,nc,</s>,0.01574803
2,nc,a,0.01181102
2,nc,e,0.57480315
2,nc,h,0.06692913
2,nc,i,0.09448819
2,nc,l,0.05511811
2,nc,o,0.06299213
2,nc,r,0.03149606
2,nc,t,0.03543307
2,nc,u,0.00393701
2,nc,y,0.04724409
2,nd,</s>,0.26966292
2,nd,a,0.08988764
2,nd,b,0.00561798
2,nd,e,0.17696629
2,nd,h,0.00561798
2,nd,i,0.15449438
2,nd,l,0.03089888
2,nd,m,0.00842697
2,nd,o,0.05617978
2,nd,r,0.03089888
2,nd,s,0.10955056
2,nd,t,0.00280899
2,nd,u,0.03089888
2,nd,w,0.00842697
2,nd,y,0.01966292
2,ne,</s>,0.23543689
2,ne,a,0.02427184
2,ne,b,0.00242718
2,ne,c,0.03883495
2,ne,d,0.09466019
2,ne,e,0.02184466
2,ne,f,0.00728155
2,ne,g,0.00970874
2,ne,i,0.01456311
2,ne,l,0.02427184
2,ne,m,0.01213592
2,ne,n,0.01941748
2,ne,o,0.00970874
2,ne,p,0.00242718
2,ne,r,0.16019417
2,ne,s,0.15291262
2,ne,t,0.06310680
2,ne,u,0.00970874
2,ne,v,0.01213592
2,ne,w,0.04854369
2,ne,x,0.01213592
2,ne,y,0.02184466
2,ne,z,0.00242718
2,nf,</s>,0.04166667
2,nf,a,0.04166667
2,nf,e,0.14583333
2,nf,i,0.29166667
2,nf,l,0.14583333
2,nf,o,0.20833333
2,nf,r,0.06250000
2,nf,u,0.06250000
2,ng,</s>,0.77474892
2,ng,a,0.01147776
2,ng,d,0.00143472
2,ng,e,0.06456241
2,ng,f,0.00286944
2,ng,h,0.00573888
2,ng,i,0.01721664
2,ng,k,0.00143472
2,ng,l,0.01721664
2,ng,o,0.00717360
2,ng,r,0.00860832
2,ng,s,0.06025825
2,ng,t,0.01865136
2,ng,u,0.00860832
2,nh,</s>,0.09090909
2,nh,a,0.54545455
2,nh,e,0.09090909
2,nh,l,0.09090909
2,nh,o,0.09090909
2,nh,s,0.09090909
2,ni,</s>,0.01851852
2,ni,a,0.07037037
2,ni,c,0.14814815
2,ni,d,0.00370370
2,ni,e,0.02962963
2,ni,f,0.02962963
2,ni,g,0.04074074
2,ni,k,0.00740741
2,ni,l,0.01111111
2,ni,m,0.02962963
2,ni,n,0.20370370
2,ni,o,0.04444444
2,ni,p,0.00370370
2,ni,q,0.01111111
2,ni,r,0.00370370
2,ni,s,0.12222222
2,ni,t,0.13703704
2,ni,u,0.01481481
2,ni,v,0.02962963
2,ni,x,0.00740741
2,ni,z,0.03333333
2,nj,</s>,0.10000000
2,nj,a,0.10000000
2,nj,e,0.10000000
2,nj,o,0.30000000
2,nj,u,0.40000000
2,nk,</s>,0.42553191
2,nk,a,0.02127660
2,nk,e,0.08510638
2,nk,f,0.02127660
2,nk,i,0.14893617
2,nk,j,0.02127660
2,nk,l,0.02127660
2,nk,n,0.02127660
2,nk,p,0.02127660
2,nk,r,0.02127660
2,nk,s,0.17021277
2,nk,y,0.02127660
2,nl,</s>,0.04166667
2,nl,a,0.16666667
2,nl,e,0.12500000
2,nl,i,0.20833333
2,nl,o,0.25000000
2,nl,y,0.20833333
2,nm,</s>,0.07692308
2,nm,a,0.15384615
2,nm,e,0.76923077
2,nn,</s>,0.07216495
2,nn,a,0.10309278
2,nn,e,0.40206186
2,nn,i,0.14432990
2,nn,o,0.14432990
2,nn,s,0.02061856
2,nn,u,0.02061856
2,nn,y,0.09278351
2,no,</s>,0.08333333
2,no,b,0.01515152
2,no,c,0.01515152
2,no,d,0.01515152
2,no,i,0.01515152
2,no,k,0.00757576
2,no,l,0.07575758
2,no,m,0.08333333
2,no,n,0.07575758
2,no,o,0.01515152
2,no,p,0.00757576
2,no,r,0.18181818
2,no,s,0.03030303
2,no,t,0.15151515
2,no,u,0.05303030
2,no,v,0.06818182
2,no,w,0.09848485
2,no,y,0.00757576
2,np,</s>,0.25000000
2,np,r,0.25000000
2,np,u,0.50000000
2,nq,u,1.00000000
2,nr,</s>,0.12500000
2,nr,e,0.25000000
2,nr,i,0.12500000
2,nr,o,0.37500000
2,nr,y,0.12500000
2,ns,</s>,0.52631579
2,ns,a,0.01535088
2,ns,b,0.00219298
2,ns,c,0.01096491
2,ns,e,0.07017544
2,ns,f,0.01096491
2,ns,h,0.02192982
2,ns,i,0.10087719
2,ns,l,0.01315789
2,ns,m,0.00657895
2,ns,o,0.02850877
2,ns,p,0.02192982
2,ns,s,0.00219298
2,ns,t,0.10745614
2,ns,u,0.04385965
2,ns,w,0.01315789
2,ns,y,0.00438596
2,nt,</s>,0.30441400
2,nt,a,0.10045662
2,nt,b,0.00152207
2,nt,e,0.16286149
2,nt,g,0.00152207
2,nt,h,0.01217656
2,nt,i,0.14611872
2,nt,l,0.03044140
2,nt,m,0.00304414
2,nt,o,0.01978691
2,nt,p,0.00152207
2,nt,r,0.06697108
2,nt,s,0.12480974
2,nt,u,0.01522070
2,nt,y,0.00913242
2,nu,</s>,0.05172414
2,nu,a,0.12068966
2,nu,c,0.01724138
2,nu,d,0.01724138
2,nu,e,0.13793103
2,nu,f,0.08620690
2,nu,i,0.05172414
2,nu,k,0.01724138
2,nu,l,0.01724138
2,nu,m,0.12068966
2,nu,o,0.03448276
2,nu,p,0.03448276
2,nu,r,0.06896552
2,nu,s,0.06896552
2,nu,t,0.13793103
2,nu,x,0.01724138
2,nv,</s>,0.01886792
2,nv,a,0.05660377
2,nv,e,0.54716981
2,nv,i,0.26415094
2,nv,o,0.11320755
2,nw,</s>,0.16666667
2,nw,a,0.16666667
2,nw,e,0.16666667
2,nw,h,0.16666667
2,nw,i,0.16666667
2,nw,r,0.16666667
2,nx,i,1.00000000
2,ny,</s>,0.65909091
2,ny,a,0.02272727
2,ny,b,0.02272727
2,ny,c,0.02272727
2,ny,i,0.02272727
2,ny,l,0.04545455
2,ny,m,0.04545455
2,ny,o,0.06818182
2,ny,t,0.04545455
2,ny,w,0.04545455
2,nz,</s>,0.40000000
2,nz,a,0.20000000
2,nz,e,0.20000000
2,nz,y,0.20000000
2,oa,</s>,0.03278689
2,oa,c,0.08196721
2,oa,d,0.36065574
2,oa,k,0.04918033
2,oa,l,0.06557377
2,oa,m,0.01639344
2,oa,n,0.04918033
2,oa,p,0.01639344
2,oa,r,0.09836066
2,oa,s,0.04918033
2,oa,t,0.18032787
2,ob,</s>,0.08620690
2,ob,a,0.12068966
2,ob,b,0.08620690
2,ob,e,0.13793103
2,ob,i,0.13793103
2,ob,j,0.08620690
2,ob,l,0.08620690
2,ob,o,0.05172414
2,ob,s,0.10344828
2,ob,t,0.05172414
2,ob,u,0.01724138
2,ob,v,0.03448276
2,oc,</s>,0.04918033
2,oc,a,0.15573770
2,oc,c,0.12295082
2,oc,e,0.12295082
2,oc,h,0.02459016
2,oc,i,0.08196721
2,oc,k,0.23770492
2,oc,l,0.00819672
2,oc,o,0.03278689
2,oc,r,0.03278689
2,oc,s,0.00819672
2,oc,t,0.04098361
2,oc,u,0.08196721
2,od,</s>,0.20353982
2,od,a,0.04424779
2,od,c,0.01769912
2,od,d,0.03539823
2,od,e,0.17699115
2,od,g,0.02654867
2,od,i,0.13274336
2,od,o,0.01769912
2,od,s,0.06194690
2,od,u,0.22123894
2,od,y,0.06194690
2,oe,</s>,0.33333333
2,oe,c,0.04761905
2,oe,l,0.04761905
2,oe,m,0.14285714
2,oe,n,0.04761905
2,oe,s,0.28571429
2,oe,t,0.09523810
2,of,</s>,0.14285714
2,of,a,0.02380952
2,of,e,0.09523810
2,of,f,0.45238095
2,of,i,0.11904762
2,of,t,0.16666667
2,og,</s>,0.12222222
2,og,a,0.02222222
2,og,e,0.05555556
2,og,g,0.05555556
2,og,i,0.12222222
2,og,l,0.01111111
2,og,n,0.06666667
2,og,o,0.02222222
2,og,r,0.25555556
2,og,s,0.05555556
2,og,u,0.02222222
2,og,y,0.18888889
2,oh,</s>,0.10000000
2,oh,e,0.10000000
2,oh,i,0.20000000
2,oh,n,0.50000000
2,oh,o,0.10000000
2,oi,c,0.12500000
2,oi,d,0.07500000
2,oi,l,0.10000000
2,oi,n,0.50000000
2,oi,p,0.02500000
2,oi,r,0.05000000
2,oi,s,0.10000000
2,oi,t,0.02500000
2,oj,e,1.00000000
2,ok,</s>,0.26785714
2,ok,a,0.01785714
2,ok,b,0.01785714
2,ok,e,0.30357143
2,ok,i,0.14285714
2,ok,l,0.03571429
2,ok,m,0.03571429
2,ok,s,0.14285714
2,ok,u,0.01785714
2,ok,y,0.01785714
2,ol,</s>,0.09252669
2,ol,a,0.06049822
2,ol,b,0.00711744
2,ol,d,0.11387900
2,ol,e,0.09252669
2,ol,f,0.00711744
2,ol,i,0.10320285
2,ol,k,0.01779359
2,ol,l,0.18505338
